temperature_variance,pressure_variance,defect_found
1.2584594125980353,-1.4418578275061502,0
1.7999038633677258,1.1040974749142096,1
1.428181025080664,-1.006853743830461,0
1.5094279364616294,0.6004042351996824,1
1.4641098416489802,2.1376877684433007,1
1.0143707787296545,-2.880384395480716,0
1.7383293722762154,-2.289054482234191,0
1.3548956614991452,0.8539315210764664,1
1.2780911428519002,3.367519808840791,1
1.5478338424035285,-2.4208529077092247,0
1.5603033757033598,-1.6809355694485333,0
1.512932535099028,0.8542074385965164,1
1.6260875084286168,1.851490768255661,1
1.46114939349187,-1.3065442902202147,0
1.4014210848058044,0.9599970163521641,1
1.4811651526089715,1.768781007951833,1
1.2102775174481317,2.566346686870328,1
1.3506099077719336,1.3289145407724445,1
1.3532782946498856,-3.4827336299218996,0
1.4892157284749048,-2.2813465178349563,0
1.3628274304590204,1.879093304806786,1
2.1460060072413283,-2.7819793547482465,0
1.1508594092056172,-0.00503319365300392,0
1.5808141913520664,1.944479935160263,1
1.1829351690198697,-1.734767092321221,0
1.0424797818186682,-1.7031217149679196,0
2.2504868686365986,-2.369313874452051,0
1.1433931933066015,-0.9796712609211571,0
1.2756515093770806,2.2313145176231206,1
1.6893262345903812,0.8123670355429998,1
1.617565753931782,1.4061336940595435,1
0.37969910383100736,-1.7725379839923312,0
2.5557142193062536,-1.8935737504963477,0
1.327452358945752,2.673712955663711,1
1.239846005804918,3.047910439338983,1
1.9321266672478077,1.4996638871858923,1
1.3488005528229,1.304516880028483,1
1.4911320618640347,-3.0038115470404554,0
1.7253276741037615,1.3023767949283476,1
1.200423433503224,-2.0375809184395397,0
1.446901256702775,0.9620834790111503,1
0.13219277528844753,-3.211166945967837,0
1.7504746993472733,-1.8613181813567437,0
1.7553685125203105,1.4833859956222024,1
1.5944305007162507,-3.453837260179134,0
2.08268693748348,-1.883885086535722,0
1.0544229158995937,-1.0736485677008298,0
1.2370270235366174,2.5335236875345233,1
3.1347762932294057,-0.6053506120428763,0
1.649893265930774,1.3924343772331147,1
1.212408781642376,-1.7484751623085608,0
0.8779784362953794,-3.0682212081819493,0
1.3101848146921433,1.5833770212126428,1
1.7131345599604677,0.9617946029412635,1
1.5206835145847264,1.8804724462558873,1
1.9683935147176024,-0.28735383732086994,1
1.0833866161177208,3.4293300991310254,1
2.0094760030091194,-0.9094393849149243,1
-0.26712137591196994,-1.7305657648317885,0
2.147885438319208,-1.3961645953977038,1
1.9219840135955073,0.891136336995257,1
2.625888147181696,-1.6052532798510863,0
1.6349437323676506,1.415347278803672,1
2.0269137368700734,-0.934162521945588,0
1.3551777741835704,-1.6734430337235773,0
1.8102493645469873,-1.8650731636948994,0
1.9613545487239559,-0.6932551300973397,0
1.4896831278996698,0.4846380784183284,1
1.4956468217827301,-0.006407396840957258,0
1.7127832751568104,-1.246354121006111,0
0.38124971473413294,-1.9388057095160516,0
1.3182921503822063,1.5147222694949893,1
1.3867826862581802,2.3948932455513487,1
0.6888268244527526,-1.7986180913799505,0
1.6545023285636251,1.5411340472553565,1
1.4086352271619047,-0.5473732508533524,0
1.4912587927349512,1.6258526676349474,1
1.9254181226389946,-0.48385142328525466,1
1.2113787202084128,0.14545252779216922,0
1.9424883441586642,-1.433583867289442,0
1.9818559204154143,-1.2175304269006904,1
1.5583538053412822,2.080894718454778,1
1.4446541269050044,-0.8300449819803201,0
0.7421450641369117,-0.6570676982400078,0
1.767347700023293,-0.06296039693582278,1
1.3999736403372658,-2.935477780335088,0
1.8993189061485614,0.3604144958554978,1
1.6163045843323267,0.9559946129917108,1
1.4958231505680815,-1.9876618028753839,0
1.4451763227524637,1.637130004545701,1
1.6954894435414631,0.4329298365610541,1
1.4563851265331071,0.1911317905812704,1
1.5622131377310815,1.2398144971364833,1
2.429262549539427,-2.00265048136926,0
2.5752896631533018,-2.4452627780422125,0
1.4046446959704475,-1.358683965953312,0
1.897037085112438,-0.48535107697740765,0
1.2791155466305542,1.4656591775662673,1
1.1866880761435268,-0.9983729944391115,0
1.598901531477594,2.199167787714245,1
1.2599400090822566,0.20102385605239714,1
1.5619718504069056,1.7950220559410428,1
0.8277642241723946,-1.8974095634174653,0
1.1000984650097476,0.16764195111919666,0
1.3397612347830186,2.7379228058547596,1
1.5361370307118232,3.2140349534960704,1
1.6841201696988217,-0.7660412244880368,0
